id,Hospital Value,Description,MiHIN Value,MiHIN Description
7f919ef0457d025068c70855005a1d64,ADC,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
7f919ef0457d025068c70855005a1d64,AHO,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
7f919ef0457d025068c70855005a1d64,AHT,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
7f919ef0457d025068c70855005a1d64,ADZ,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
7f919ef0457d025068c70855005a1d64,A85,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
7f919ef0457d025068c70855005a1d64,A95,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
7f919ef0457d025068c70855005a1d64,ATO,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
7f919ef0457d025068c70855005a1d64,TRNS,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
7f919ef0457d025068c70855005a1d64,ATW,"",06,Discharged/transferred to home under care of organized home health service organization
7f919ef0457d025068c70855005a1d64,A86,"",06,Discharged/transferred to home under care of organized home health service organization
7f919ef0457d025068c70855005a1d64,AMA,"",07,Left against medical advice or discontinued care
7f919ef0457d025068c70855005a1d64,LWCS,"",07,Left against medical advice or discontinued care
7f919ef0457d025068c70855005a1d64,N/S,"",07,Left against medical advice or discontinued care
7f919ef0457d025068c70855005a1d64,AHI,"",08,Discharged/transferred to home under care of a Home IV provider
7f919ef0457d025068c70855005a1d64,D7Z,"",20,Expired
7f919ef0457d025068c70855005a1d64,na,"",20,Expired
7f919ef0457d025068c70855005a1d64,OBV,"",30,Still Patient
7f919ef0457d025068c70855005a1d64,EE,"",41,"Expired in a medical facility (e.g. hospital, SNF, ICF, or free standing hospice)"
7f919ef0457d025068c70855005a1d64,DOA,"",42,Expired - place unknown
7f919ef0457d025068c70855005a1d64,ATN,"",43,Discharged/transferred to a federal health care facility. (Effective 10/1/03)
7f919ef0457d025068c70855005a1d64,A88,"",43,Discharged/transferred to a federal health care facility. (Effective 10/1/03)
7f919ef0457d025068c70855005a1d64,AHH,"",50,Hospice - home
7f919ef0457d025068c70855005a1d64,AHG,"",51,Hospice - medical facility
7f919ef0457d025068c70855005a1d64,ATS,"",61,Discharged/transferred to hospital-based Medicare approved swing bed
7f919ef0457d025068c70855005a1d64,A89,"",61,Discharged/transferred to hospital-based Medicare approved swing bed
7f919ef0457d025068c70855005a1d64,ATX,"",62,Discharged/transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part units of a hospital. (Effective retroactive to 1/1/02.)
7f919ef0457d025068c70855005a1d64,A90,"",62,Discharged/transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part units of a hospital. (Effective retroactive to 1/1/02.)
7f919ef0457d025068c70855005a1d64,ATY,"",63,Discharged/transferred to a Medicare certified long term care hospital (LTCH).(Effective 5/9/02.)
7f919ef0457d025068c70855005a1d64,A91,"",63,Discharged/transferred to a Medicare certified long term care hospital (LTCH).(Effective 5/9/02.)
7f919ef0457d025068c70855005a1d64,A92,"",64,Discharged/transferred to a nursing facility certified under Medicaid but not certified under Medicare. (Effective 10/1/02.)
7f919ef0457d025068c70855005a1d64,ATP,"",65,Discharged/transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital. (Effective 4/1/04)
7f919ef0457d025068c70855005a1d64,A93,"",65,Discharged/transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital. (Effective 4/1/04)
7f919ef0457d025068c70855005a1d64,ATH,"",66,Discharged/transferred to a Critical Access Hospital (CAH). (Effective 1/1/06)
7f919ef0457d025068c70855005a1d64,A94,"",66,Discharged/transferred to a Critical Access Hospital (CAH). (Effective 1/1/06)
7fa4b052692d5623ac712f7a6b6532fd,4,MD,,MEDICAID
7fa4b052692d5623ac712f7a6b6532fd,2,MC,,MEDICARE
7fa4b052692d5623ac712f7a6b6532fd,1,PP,,SELF PAY
7fa4b052692d5623ac712f7a6b6532fd,8,TR,,TRIBE
7fa4b052692d5623ac712f7a6b6532fd,7,WC,,WORKMANS COMP
7fa4b052692d5623ac712f7a6b6532fd,A,PP,,PRIVATE PAY
7fa4b052692d5623ac712f7a6b6532fd,3,CO,,COMMERCIAL
7fa4b052692d5623ac712f7a6b6532fd,33,PRIVATE PAY,,""
7fa4b052692d5623ac712f7a6b6532fd,1021,BLUECARE NETWORK,,""
7fa4b052692d5623ac712f7a6b6532fd,1008,MEDICAID,,""
7fa4b052692d5623ac712f7a6b6532fd,47551,SAULT TRIBE WALK IN CLINIC PROGRAM,,""
7fa4b052692d5623ac712f7a6b6532fd,11141,AETNA,,""
7fa4b052692d5623ac712f7a6b6532fd,987,HUMANA  MEDICARE ADVANTAGE,,""
7fa4b052692d5623ac712f7a6b6532fd,986,HUMANA MEDICARE,,""
7fa4b052692d5623ac712f7a6b6532fd,802,MCLAREN HEALTH,,""
7fa4b052692d5623ac712f7a6b6532fd,1015,BCBSM FEP,,""
7fa4b052692d5623ac712f7a6b6532fd,727,CIGNA,,""
7fa4b052692d5623ac712f7a6b6532fd,807,MEDICAL MUT OF OH,,""
7fa4b052692d5623ac712f7a6b6532fd,810,MERITAIN HEALTH,,""
7fa4b052692d5623ac712f7a6b6532fd,859,UMR,,""
7fa4b052692d5623ac712f7a6b6532fd,860,UNITED HEALTHCARE,,""
7fa4b052692d5623ac712f7a6b6532fd,878,WPS INSURANCE,,""
7fa4b052692d5623ac712f7a6b6532fd,895,SAULT TRIBE CONTRACT HEALTH,,""
7fa4b052692d5623ac712f7a6b6532fd,928,BCN ADVANTAGE,,""
7fa4b052692d5623ac712f7a6b6532fd,977,BCN MEDICARE ADV,,""
7fa4b052692d5623ac712f7a6b6532fd,995,PRIORITY MEDICARE,,""
7fa4b052692d5623ac712f7a6b6532fd,757,GEHA PPO USA,,""
7fa4b052692d5623ac712f7a6b6532fd,17587,SAULT TRIBE DOCTOR ORDERED,,""
7fa4b052692d5623ac712f7a6b6532fd,41,HAP,,""
7fa4b052692d5623ac712f7a6b6532fd,30938,BLUE CROSS COMPLETE MEDICAID HMO,,""
7fa4b052692d5623ac712f7a6b6532fd,723,CARESOURCE,,""
7fa4b052692d5623ac712f7a6b6532fd,791,HUMANA,,""
7fa4b052692d5623ac712f7a6b6532fd,808,MEDICAL MUTUAL,,""
7fa4b052692d5623ac712f7a6b6532fd,837,PHYSICIANS HEALTH,,""
7fa4b052692d5623ac712f7a6b6532fd,890,MOLINA HEALTH,,""
7fa4b052692d5623ac712f7a6b6532fd,955,MERIDIAN HEALTH,,""
7fa4b052692d5623ac712f7a6b6532fd,985,HIGHMARK BC MEDICARE,,""
7fa4b052692d5623ac712f7a6b6532fd,1006,RR MEDICARE,,""
7fa4b052692d5623ac712f7a6b6532fd,39,CHAMPVA,,""
7fa4b052692d5623ac712f7a6b6532fd,46,UMAR,,""
7fa4b052692d5623ac712f7a6b6532fd,786,HEALTHPARTNERS,,""
7fa4b052692d5623ac712f7a6b6532fd,958,MOLINA HEALTH MC,,""
7fa4b052692d5623ac712f7a6b6532fd,48438,VETERANS CHOICE PROGRAM,,""
7fa4b052692d5623ac712f7a6b6532fd,685,COFINITY,,""
7fa4b052692d5623ac712f7a6b6532fd,697,ALLIED BENEFIT SY,,""
7fa4b052692d5623ac712f7a6b6532fd,717,BEAUMONT HEALTH,,""
7fa4b052692d5623ac712f7a6b6532fd,975,AETNAMEDICARE,,""
7fa4b052692d5623ac712f7a6b6532fd,976,ANTHEM MEDICARE,,""
7fa4b052692d5623ac712f7a6b6532fd,996,PRIORITY MEDICARE HMO,,""
7fa4b052692d5623ac712f7a6b6532fd,1018,HIGHMARK BC MEDICARE HMO,,""
7fa4b052692d5623ac712f7a6b6532fd,879,ACCIDENT FUND,,""
7fa4b052692d5623ac712f7a6b6532fd,779,HEALTH NET,,""
7fa4b052692d5623ac712f7a6b6532fd,964,PRIORITY HEALTH INS,,""
7fa4b052692d5623ac712f7a6b6532fd,762,GOLDEN RULE,,""
7fa4b052692d5623ac712f7a6b6532fd,856,TOTAL HEALTH CARE,,""
7fa4b052692d5623ac712f7a6b6532fd,918,PROGRESSIVE AUTO,,""
7fa4b052692d5623ac712f7a6b6532fd,44,SAGMORE HEALTH NETWORK,,""
7fa4b052692d5623ac712f7a6b6532fd,67524,ADMINISTRATIVE CONCEPTS,,""
7fa4b052692d5623ac712f7a6b6532fd,709,ASR,,""
7fa4b052692d5623ac712f7a6b6532fd,833,PHP,,""
7fa4b052692d5623ac712f7a6b6532fd,834,PHP ESSENTIALS,,""
7fa4b052692d5623ac712f7a6b6532fd,967,UNITED HEALTHCARE PLAN,,""
7fa4b052692d5623ac712f7a6b6532fd,739,CORE SOURCE,,""
7fa4b052692d5623ac712f7a6b6532fd,1002,UHC MEDICARE HMO,,""
7fa4b052692d5623ac712f7a6b6532fd,793,IMG,,""
7fa4b052692d5623ac712f7a6b6532fd,716,BCCCP,,""
7fa4b052692d5623ac712f7a6b6532fd,68780,LIGHTHOUSE HEALTH PLAN,,""
7fa4b052692d5623ac712f7a6b6532fd,919,STATE FARM,,""
7fa4b052692d5623ac712f7a6b6532fd,9649,UNICARE,,""
7fa4b052692d5623ac712f7a6b6532fd,847,SEVEN CORNERS,,""
7fa4b052692d5623ac712f7a6b6532fd,897,AAA  AUTO,,""
7fa4b052692d5623ac712f7a6b6532fd,750,EMPIRE PLAN,,""
7fa4b052692d5623ac712f7a6b6532fd,780,HEALTH PARTNERS,,""
7fa4b052692d5623ac712f7a6b6532fd,991,MEDICARE COMPLETE,,""
8030bb2412e31c2ba0b805491c05fa84,BP,BLUE CROSS,,""
8030bb2412e31c2ba0b805491c05fa84,XP,MEDICAID,,""
8030bb2412e31c2ba0b805491c05fa84,HBJ,LIBERTY MUTUAL  - OP,,""
8030bb2412e31c2ba0b805491c05fa84,MP,MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,X2,MOLINA HEALTHCARE OF MI,,""
8030bb2412e31c2ba0b805491c05fa84,CP3,Priority Health 1500  CRN,,""
8030bb2412e31c2ba0b805491c05fa84,YB3,MID MICHIGAN HEALTH PLAN,,""
8030bb2412e31c2ba0b805491c05fa84,YP,MEDICAID HEALTH PLAN EMDE,,""
8030bb2412e31c2ba0b805491c05fa84,MB3,BCBS MEDICARE PLUS BLUE,,""
8030bb2412e31c2ba0b805491c05fa84,EB4,ASR ADMINISTRATION SYSTEM,,""
8030bb2412e31c2ba0b805491c05fa84,MPU,BC MEDICARE PLUS URGENT C,,""
8030bb2412e31c2ba0b805491c05fa84,DB3,PRIORITY HEALTH ASO PPO,,""
8030bb2412e31c2ba0b805491c05fa84,BBH,JVHL BCN,,""
8030bb2412e31c2ba0b805491c05fa84,XB8,UHC COMMUNITY PLAN XIX,,""
8030bb2412e31c2ba0b805491c05fa84,MB4,PRIORITY HEALTH MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,BPC,BC URGENT CARE NETWORK GR,,""
8030bb2412e31c2ba0b805491c05fa84,X5,MCLAREN HEALTH PLAN XIX,,""
8030bb2412e31c2ba0b805491c05fa84,CP1,UNITED HEALTH ADVANTAGE,,""
8030bb2412e31c2ba0b805491c05fa84,XP1,Molina Medicaid 1500,,""
8030bb2412e31c2ba0b805491c05fa84,XB6,MERIDIAN HEALTH OF MI XIX,,""
8030bb2412e31c2ba0b805491c05fa84,BPF,BCBS URGENT CARE FEDERAL,,""
8030bb2412e31c2ba0b805491c05fa84,CP2,Priority Health 1500,,""
8030bb2412e31c2ba0b805491c05fa84,JBI,TITAN INSURANCE CO,,""
8030bb2412e31c2ba0b805491c05fa84,MNP,MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,MD,HUMANA GOLD CHOICE,,""
8030bb2412e31c2ba0b805491c05fa84,BPU,BCBS URGENT CARE,,""
8030bb2412e31c2ba0b805491c05fa84,XP5,Mclaren Health Plan 1500,,""
8030bb2412e31c2ba0b805491c05fa84,IBT,PHYSICIANS HEALTH PLAN,,""
8030bb2412e31c2ba0b805491c05fa84,XS1,MEDICAID,,""
8030bb2412e31c2ba0b805491c05fa84,XB2,MOLINA HEALTHCARE OF MI,,""
8030bb2412e31c2ba0b805491c05fa84,MBa,UNITED HEALTH ADVANTAGE,,""
8030bb2412e31c2ba0b805491c05fa84,XP4,Meridian Health of MI XIX,,""
8030bb2412e31c2ba0b805491c05fa84,XBL,JVHL MCLAREN,,""
8030bb2412e31c2ba0b805491c05fa84,MP3,BCBS MEDICARE PLUS BLUE 1,,""
8030bb2412e31c2ba0b805491c05fa84,BPA,BC NETWORK GREATLAKES 150,,""
8030bb2412e31c2ba0b805491c05fa84,MBH,JVHL BCN,,""
8030bb2412e31c2ba0b805491c05fa84,MB5,BC NETWORK MEDICARE ADV,,""
8030bb2412e31c2ba0b805491c05fa84,XH1,MEDICAID HMP,,""
8030bb2412e31c2ba0b805491c05fa84,WBa,MEADOWBROOK WORK COMP CLA,,""
8030bb2412e31c2ba0b805491c05fa84,MBf,CIGNA HEALTHSPRING-OP,,""
8030bb2412e31c2ba0b805491c05fa84,BP5,BCBSM FEP 1500,,""
8030bb2412e31c2ba0b805491c05fa84,BAR,BC NETWORK GREATLAKES,,""
8030bb2412e31c2ba0b805491c05fa84,X1R,MEDICAID,,""
8030bb2412e31c2ba0b805491c05fa84,WBF,COUNTY OF MONTCALM,,""
8030bb2412e31c2ba0b805491c05fa84,EB9,AUTO OWNERS,,""
8030bb2412e31c2ba0b805491c05fa84,DBO,ADVENTIST RISK MGMT,,""
8030bb2412e31c2ba0b805491c05fa84,XB,UHC COMMUNITY HEALTH PLAN,,""
8030bb2412e31c2ba0b805491c05fa84,XPI,UHC COMMUNITY HEALTH PLAN,,""
8030bb2412e31c2ba0b805491c05fa84,XBC,BC COMPLETE XIX    -OP,,""
8030bb2412e31c2ba0b805491c05fa84,XPC,BC COMPLETE XIX 1500,,""
8030bb2412e31c2ba0b805491c05fa84,BBD,BC NETWORK MYBLUE MEDIGAP,,""
8030bb2412e31c2ba0b805491c05fa84,BPD,BC NETWORK MYBLUE MEDIGAP,,""
8030bb2412e31c2ba0b805491c05fa84,MBT,UPMC FOR LIFE,,""
8030bb2412e31c2ba0b805491c05fa84,SS1,CHAMPVA   -SWING BED,,""
8030bb2412e31c2ba0b805491c05fa84,DBW,ALLSTATE INSURANCE CO,,""
8030bb2412e31c2ba0b805491c05fa84,XB3,PHP XIX HMO,,""
8030bb2412e31c2ba0b805491c05fa84,XPJ,PHP XIX HMO,,""
8030bb2412e31c2ba0b805491c05fa84,X6R,MERIDIAN HEALTH OF MI XIX,,""
8030bb2412e31c2ba0b805491c05fa84,XX,MEDICAID HMP,,""
8030bb2412e31c2ba0b805491c05fa84,JBM,UNITED AMERICAN INSURANCE,,""
8030bb2412e31c2ba0b805491c05fa84,FB1,CIGNA CONNECTICUT GENERAL,,""
8030bb2412e31c2ba0b805491c05fa84,B4R,BCBS OF MI,,""
8030bb2412e31c2ba0b805491c05fa84,M1R,MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,XH5,MCLAREN HEALTH PLAN HMP,,""
8030bb2412e31c2ba0b805491c05fa84,IBU,PIONEER STATE MUTUAL,,""
8030bb2412e31c2ba0b805491c05fa84,LB1,MONTCALM COUNTY SHERIFF,,""
8030bb2412e31c2ba0b805491c05fa84,M3R,BCBS MEDICARE PLUS BLUE,,""
8030bb2412e31c2ba0b805491c05fa84,LB2,MICHIGAN STATE POLICE,,""
8030bb2412e31c2ba0b805491c05fa84,IBW,PROFESSIONAL BENEFITS ADM,,""
8030bb2412e31c2ba0b805491c05fa84,JM,UNITED AMERICAN INSURANCE,,""
8030bb2412e31c2ba0b805491c05fa84,HBM,MAGELLAN BEHAVORAL HEALTH,,""
8030bb2412e31c2ba0b805491c05fa84,XH2,MOLINA HEALTHCARE HMP,,""
8030bb2412e31c2ba0b805491c05fa84,WB8,CENTRAL MONTCALM SCHOOLS,,""
8030bb2412e31c2ba0b805491c05fa84,B1R,BCBS TRUST OF MICHIGAN,,""
8030bb2412e31c2ba0b805491c05fa84,HBW,MCLAREN HEALTH ADVANTAGE,,""
8030bb2412e31c2ba0b805491c05fa84,HPW,Mclaren Health Pln 1500,,""
8030bb2412e31c2ba0b805491c05fa84,JBA,STANDARD LIFE AND ACCIDEN,,""
8030bb2412e31c2ba0b805491c05fa84,X5R,MCLAREN HEALTH PLAN XIX,,""
8030bb2412e31c2ba0b805491c05fa84,M4R,PRIORITY HEALTH MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,X9R,PRIORITY HEALTH XIX,,""
8030bb2412e31c2ba0b805491c05fa84,FB9,CONTINENTAL LIFE,,""
8030bb2412e31c2ba0b805491c05fa84,FZR,FARM BUREAU INSURANCE,,""
8030bb2412e31c2ba0b805491c05fa84,B2R,BCBS COMMUNITY BLUE,,""
8030bb2412e31c2ba0b805491c05fa84,WBg,FARM BUREAU INSURANCE - O,,""
8030bb2412e31c2ba0b805491c05fa84,HBK,LINCOLN HERITAGE LIFE  -,,""
8030bb2412e31c2ba0b805491c05fa84,EB2,AMERICAN NATIONAL INS CO,,""
8030bb2412e31c2ba0b805491c05fa84,JB3,RURAL CARRIER BENEFIT PL,,""
8030bb2412e31c2ba0b805491c05fa84,FB8,CONTINENTAL GENERAL INS,,""
8030bb2412e31c2ba0b805491c05fa84,XJR,PRIORITY HEALTH HMP,,""
8030bb2412e31c2ba0b805491c05fa84,WBw,WRIGHT PLASTIC PRODUCTS,,""
8030bb2412e31c2ba0b805491c05fa84,LB7,MONTCALM COUNTY EMS,,""
8030bb2412e31c2ba0b805491c05fa84,EBE,BANKERS FIDELITY,,""
8030bb2412e31c2ba0b805491c05fa84,XB4,UPPER PENINSULA HLTH PLAN,,""
8030bb2412e31c2ba0b805491c05fa84,DGR,AETNA LIFE     -RECURRING,,""
8030bb2412e31c2ba0b805491c05fa84,FBD,CORESOURCE INC,,""
8030bb2412e31c2ba0b805491c05fa84,XBJ,JVHL MOLINA,,""
8030bb2412e31c2ba0b805491c05fa84,M1,MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,DI,UNITED HEALTHCARE,,""
8030bb2412e31c2ba0b805491c05fa84,DLR,AARP,,""
8030bb2412e31c2ba0b805491c05fa84,IBX,PROFESSIONAL BENEFITS SRV,,""
8030bb2412e31c2ba0b805491c05fa84,HBH,JVHL MCLAREN HP LAB,,""
8030bb2412e31c2ba0b805491c05fa84,WBq,US DEPT OF LABOR - OP,,""
8030bb2412e31c2ba0b805491c05fa84,D1R,PRIORITY HEALTH HMO  - OP,,""
8030bb2412e31c2ba0b805491c05fa84,BB3,BCBS COMMUNITY BLUE INM,,""
8030bb2412e31c2ba0b805491c05fa84,M3,BCBS MEDICARE PLUS BLUE,,""
8030bb2412e31c2ba0b805491c05fa84,XXR,MEDICAID HMP,,""
8030bb2412e31c2ba0b805491c05fa84,F3R,COFINITY PPOM,,""
8030bb2412e31c2ba0b805491c05fa84,M4,PRIORITY HEALTH MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,WB2,AMERICAN GAS AND OIL,,""
8030bb2412e31c2ba0b805491c05fa84,MP5,BC NETWORK MEDICARE ADV 1,,""
8030bb2412e31c2ba0b805491c05fa84,D3R,PRIORITY HEALTH ASO PPO,,""
8030bb2412e31c2ba0b805491c05fa84,DL,AARP,,""
8030bb2412e31c2ba0b805491c05fa84,B5R,BCBSM FEP,,""
8030bb2412e31c2ba0b805491c05fa84,XGR,MCLAREN HEALTH PLAN HMP,,""
8030bb2412e31c2ba0b805491c05fa84,MS3,BCBS MEDICARE PLUS BLUE,,""
8030bb2412e31c2ba0b805491c05fa84,HB3,HUMANA,,""
8030bb2412e31c2ba0b805491c05fa84,XM1,MEDICAID MICHILD,,""
8030bb2412e31c2ba0b805491c05fa84,XHJ,JVHL MOLINA HMP,,""
8030bb2412e31c2ba0b805491c05fa84,GG,GPM LIFE,,""
8030bb2412e31c2ba0b805491c05fa84,MS1,MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,MS4,PRIORITY HEALTH MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,EFR,BANKERS LIFE,,""
8030bb2412e31c2ba0b805491c05fa84,MN4,PRIORITY HEALTH MEDICARE,,""
8030bb2412e31c2ba0b805491c05fa84,WB7,GRAND RIVER INSURANCE - O,,""
8030bb2412e31c2ba0b805491c05fa84,B4,BCBS OF MI,,""
8030bb2412e31c2ba0b805491c05fa84,C,VACAA  - I/P,,""
8030bb2412e31c2ba0b805491c05fa84,JX,VETERANS ADMIN MED CENTER,,""
8030bb2412e31c2ba0b805491c05fa84,F3,COFINITY PPOM,,""
8030bb2412e31c2ba0b805491c05fa84,XNP,MEDICAID,,""
8030bb2412e31c2ba0b805491c05fa84,GBF,GOVERNMENT EMPLOYEE  - OP,,""
8030bb2412e31c2ba0b805491c05fa84,XJ,PRIORITY HEALTH HMP,,""
8076efc8d4bab0ef348c84f122ff90e8,I,"",1002-5,American Indian or Alaska Native
8076efc8d4bab0ef348c84f122ff90e8,A,"",2028-9,Asian
8076efc8d4bab0ef348c84f122ff90e8,B,"",2054-5,Black or African American
8076efc8d4bab0ef348c84f122ff90e8,N,"",2076-8,Native Hawaiian or Other Pacific Islander
8076efc8d4bab0ef348c84f122ff90e8,C,"",2106-3,White
8076efc8d4bab0ef348c84f122ff90e8,O,"",2131-1,Other Race
807892c9075ddadb22d8ffdc63b5d406,Cardiology,Cardiology - General,104,Cardiology - General
807892c9075ddadb22d8ffdc63b5d406,Emergency,Emergency Medicine,105,Emergency Medicine
807892c9075ddadb22d8ffdc63b5d406,Gastroenterology,Gastroenterology,108,Gastroenterology
807892c9075ddadb22d8ffdc63b5d406,Neuro Trauma,Neuro Trauma,114,Neuro ICU
807892c9075ddadb22d8ffdc63b5d406,Neurology,Neurology,115,Neurology
807892c9075ddadb22d8ffdc63b5d406,Neonatology,Neonatology,116,Neonatology
807892c9075ddadb22d8ffdc63b5d406,Obstetrics,Obstetrics,117,Obstetrics
807892c9075ddadb22d8ffdc63b5d406,Oncology,Oncology,118,Oncology
807892c9075ddadb22d8ffdc63b5d406,Orthopedics,Orthopedics,119,Orthopedics
807892c9075ddadb22d8ffdc63b5d406,Rehab,Rehab,123,Physical Medicine and Rehabilitation
807892c9075ddadb22d8ffdc63b5d406,Surgery,Surgery,124,General Surgery
807892c9075ddadb22d8ffdc63b5d406,Amb Pharmacy,Amb Pharmacy,148,Pharmacy
807892c9075ddadb22d8ffdc63b5d406,Special Procedures,Special Procedures,149,Interventional Radiology
807892c9075ddadb22d8ffdc63b5d406,Newborn,Newborn,153,Newborn
807892c9075ddadb22d8ffdc63b5d406,Transitional Care,Transitional Care,156,Hospitalist Medicine
807892c9075ddadb22d8ffdc63b5d406,Medical,medical,156,Hospitalist Medicine
807892c9075ddadb22d8ffdc63b5d406,Select Specialty,Select Specialty,158,Select Specialty
807892c9075ddadb22d8ffdc63b5d406,Organ Donor,Organ Donor,185,Transplant
807892c9075ddadb22d8ffdc63b5d406,Pulmonary,Pulmonary,293,Pulmonary
807892c9075ddadb22d8ffdc63b5d406,Outpatient,Outpatient,"",""
807892c9075ddadb22d8ffdc63b5d406,Peds Annex,Peds Annex,"",""
80d0f80aa7c8d5b16a9cf526b87002a4,CH,"",CHD,Child
80d0f80aa7c8d5b16a9cf526b87002a4,GC,"",GCH,Grandchild
80d0f80aa7c8d5b16a9cf526b87002a4,G,"",GRD,Guardian
80d0f80aa7c8d5b16a9cf526b87002a4,GP,"",GRP,Grandparent
80d0f80aa7c8d5b16a9cf526b87002a4,FP,"",OAD,Other adult
80d0f80aa7c8d5b16a9cf526b87002a4,O,"",OTH,Other
80d0f80aa7c8d5b16a9cf526b87002a4,NG,"",OTH,Other
80d0f80aa7c8d5b16a9cf526b87002a4,PA,"",PAR,Parent
80d0f80aa7c8d5b16a9cf526b87002a4,P,"",SEL,Self
80d0f80aa7c8d5b16a9cf526b87002a4,SP,"",SPO,Spouse
80d0f80aa7c8d5b16a9cf526b87002a4,ST,"",STP,Step Parent (STP)
8107f01afca85fc5bbfc74e9a426203b,Emergency Medicine,Emergency Medicine,105,Emergency Medicine
8107f01afca85fc5bbfc74e9a426203b,Geriatric - General,Geriatric - General,107,Geriatrics
8107f01afca85fc5bbfc74e9a426203b,GERI IP,geri ip,107,Geriatrics
8107f01afca85fc5bbfc74e9a426203b,Geriatric Medicine,geriatric medicine,107,Geriatrics
8107f01afca85fc5bbfc74e9a426203b,PMR-Geriatric,pmr-geriatric,107,Geriatrics
8107f01afca85fc5bbfc74e9a426203b,Gastroenterology,Gastroenterology,108,Gastroenterology
8107f01afca85fc5bbfc74e9a426203b,Gynecology,Gynecology,109,Gynecology
8107f01afca85fc5bbfc74e9a426203b,Internal Medicine,Internal Medicine,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,AMP IP,AMP IP,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,AMP OP East,AMP OP EAST,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,AMP OP HAG,AMP OP HAG,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,Collaborative Medicine,collaborative medicine,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,East Occup. Health,East occup. Health,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,Low Intensity Medica,low intensity medica,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,North Occup. Health,north occup. Health,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,Occupational Health,occupational health,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,Primary Care Nursing,primary care nursing,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,Primary Care PHY PSE,primary care phy pse,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,Primary Care Phy PSW,primary care psy psw,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,Primary Care Phy RIM,primary care phy rim,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,West Occup. Health,West Occup. Health,112,Internal Medicine
8107f01afca85fc5bbfc74e9a426203b,Neonatology,Neonatology,116,Neonatology
8107f01afca85fc5bbfc74e9a426203b,Maternal Fetal Medicine,MATERNAL FETAL MEDICINE,116,Neonatology
8107f01afca85fc5bbfc74e9a426203b,Obstetrics,Obstetrics,117,Obstetrics
8107f01afca85fc5bbfc74e9a426203b,Oncology,Oncology,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,AMP IP ONC,AMP IP ONC,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,Amputee - Oncology,AMPUTEE - ONCOLOGY,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,CVA IP ONC,cva ip onc,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,GERI IP ONC,geri ip onc,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,Geriatric - Oncology,geriatric - oncology,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,Medical Complex - ONC,MEDICAL COMPLEX - ONC,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,Ortho - Oncology,ORTHO - ONCOLOGY,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,PM & R - Oncology,pm & r - oncology,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,PMR IP ONC,pmr ip onc,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,SCI IP ONC,sci ip onc,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,TBI IP ONC,tbi ip onc,118,Oncology
8107f01afca85fc5bbfc74e9a426203b,Ortho - General,Ortho - General,119,Orthopedics
8107f01afca85fc5bbfc74e9a426203b,Ortho OP East,ORTHO OP EAST,119,Orthopedics
